상품명,가격,url
애플 아이폰17 프로 휴대폰성지 시세표 아이폰사전예약 공짜휴대폰 핸드폰성지 온라인개통,100원,https://cr.shopping.naver.com/adcr?x=CSSorZXTM5a57m%2FYstQoxP%2F%2F%2Fw%3D%3DsXEhQrYK4kTN6hSTthpzNo4nUha%2F%2BjhgXgSbtl9pXJWRyoYErd7Wx1dfdVO6hh7qVlBb2rKwaAM%2BwetOQ517MXMKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVvmzogpoodbe2tETAnPInphv0KXtSAd7Nx2AdxYITJULxZWuvR77kt%2FLV9FCkG%2B0ZKqWdBe2ggld1zFB%2FGbs8YZ3%2BAHbAorl%2BEQmQYNM1TqAVd1SPhxNyVYaa8CGm6Hrvv3sWRfAdqWuFWOuswFVdYTWfO1bMW3pjep%2FoDC8p5zwQBnpg1mJZ4g9A8pzfQjEzTB%2Fu4CeJ3r7tX51%2BDY%2FuCx9OhkI%2B6Os%2FQp9yMewl4EoHi%2FJg47oNDDASkMKeDThBwc%2B%2FjkR2vl%2B%2B%2B%2F%2BVPNlrhbcP8YVizs1Tnn7ojmD18uzXwfsczI8SB7ZMYfqYd%2Fy8u%2FaZDunUnivakt%2BfqGUOHFxwJ0R1V%2FZ0Djx1kck1ALtKajzCdBXHli1p7psB5u65G3V5kR2aoUxWKHkGQVuhcu06i19mB3qHrjIkJ8yE2ExZhK3akPKyc6XJMj79cpaev4RFUhWBiJlhkZXhI%2BQmQpKk53WG1NP6Y5XdCDNzF0aGh7ZXUE7qF2rQCeZ1xAUSALGvkgOo01yvJA4yT6JHBjeju2O%2FrNjiJNhSGu59MFrxwE1vSRrHKdZKphz98PzWhZDws%2Bf1yRSzHiCG5EuE0XjIjHJVxlb%2FQ94NVczD0eWPBimPDZwOttZjcrwUclZ9n6UajoicRmvorAZqJwG49%2B%2F3mGma5VYbcsCtKhsjyMloaKZHilHbuauHUigNM5KA&nvMid=52686328578&catId=50001519
아이폰 15프로 256GB Apple 미개봉,"574,000원",https://cr.shopping.naver.com/adcr?x=7ufqxQ8xWm4wbLiDWpNLT%2F%2F%2F%2Fw%3D%3Dsh2ljzS98RFpQrTPAp9D2jdcl4INIlaiNpl3eIG09Zz1yoYErd7Wx1dfdVO6hh7qVcPAVGiqda55WDONjZ7l5Y8KdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF1xpWXXZID2trzlaD3iV8TuPsT%2FxSjpUJFdlZfyHQtivxKy3LoYl2rVajvOxbF9h7C54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyEtbPmEVnrQBasORZopLnUTNsrjyK4F7y1meRMEyP2zyAeuQKgRq6z4fGpaOnMSDdkVG9J2gU1nDcTrWBMN9peSMHn7BDBNaqXNmoKbAeTMvM1U3L9I2RKVl4pfhPrsoSpTal4%2BlLHAP7nEhG4T3yKuUtDJ6OZTxrK%2FoW%2FePX7ssuin5dTU72T%2BUN%2BVi1dBpDK5SjZL5uqDCWIKDeTcA2X50fSDbPWacYjnpFef5GzFx71itUyY7hft4HshOfxqB1ec%2FjbHFKTE96%2FA%2FnUKg%2FkGjE4CS7Ey4qZfVsrONaCXDhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=89180114844&catId=50000249
아이폰 16 프로 맥스 256GB [자급제],"최저1,826,000원",https://cr.shopping.naver.com/adcr?x=zOL3bcMswk2VZz9lm%2F%2FSCv%2F%2F%2Fw%3D%3DsEyqC4lxMjbNp1kdp6Tp8gSZH3EPRCAyF6s8s0CIKlc8AjU5j3gjlMYsRq8%2BGHFpSO6JAAQAZaCdsNIzukj%2BFwjXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVYGgJgOkBOhv00VctSKEY2gqaAUUK0wfEnvAn8a3oubnlU05CXBhSD3WPPdCE7tQp2h%2FqNbmMd3P9tE5jamCbKQuIB8ncdehaYvLTVmrbJlHJU9Nb9o6hTwMb3O%2FH1TANZ46Vlehr%2B7vDcotOD8LaTuE8YCiibN06F7pXXqOPTLCYUXCaGwk1EXlpq6wL997eoni43GKTxG3menaWDNrrgsOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOqi15bjiJRWpVN%2FHwOlTk0YZCUqhNbugFHlLh7n8V5E%2BIbV9SohnsJOp40F4RSK4iNTuMGMhlFvNe%2FbCwlZrcmRy6UxJeah0Om0lkIOZtT9ZLxLbU57LuNzmnFLwGq45KonOt5YC%2FLaLHQZiUenrfunhOlmDkRVNLk%2FLf6HDpZ%2BbT1JtnyFV8OD7Bngtl8x0QvjGJwprwK54AxsCU9GPG5%2FX5jQaFWdC2EYb%2B72101lMFATTleO61%2FINe5qCzzA59zDWrhHEcp0p%2F%2FKKziu53PdHqkGYYA%2B%2BjU0elVZmYTe7gFnI4o0Z%2FrnxdSHO1YfLMoVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=53599522661&catId=50001519
아이폰 15 프로 128GB [자급제],"최저1,289,790원",https://cr.shopping.naver.com/adcr?x=NUe0lyBqYUglL%2BcF6FFkff%2F%2F%2Fw%3D%3Dsq5njE1E4qlPCLQo4avgArEvNyzDJ9z8ZsZ%2Bfd9fkomdyoYErd7Wx1dfdVO6hh7qVuIXhCOazQXVLaFHB1BkwusKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVhmeWtJmvw8M90EK%2Bzy5a114nEdwofithSFzlLG8az9A%2FzQQwhv%2BbfFdK4VRc3yODIk7uNvEAL%2BEcmclsT2kPbblIRP%2BZOH7CveIqcMav0VExGrCVcWZxUYVdjs%2FHfLzaMWit%2FicZSA%2FCK%2Fne362WaoBsJjzV%2F3vl5Lmd9HbkUGI%2FzdYC%2FwYAihDQzAs9Z5v9k5bgt%2BHuseCyat2zH8bHkLNoujdiiNe5Aky91pn4j%2FL%2FRfyAUEGGvquedOTk2rasCfFJ5Ouwz0EOv7W%2FBAp6NbHJM06m8XkkoABSxxLFFemOsyh0bwCm%2FIOHaD6%2FrVAHzhjY7EZT6EWfrjKWnYVJOQ385erTrEUuUwLA0NA5uM%2FAzargGY5Icp7C5aRX7mFyaKtrqygSsoi6QS8o4VEc1%2Fj%2FEcs39R%2F8mHbpNi2X7KqUy967mlSa3mZfqZTLi6DqBBBpMFYH7i%2Fmxm9%2BXGJctej673%2FMuct%2FJmp9qPV6ssRYJ9kHBRYSKGJUjszPcp5OHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=53599845443&catId=50001519
아이폰 16e 128GB [자급제],"최저948,950원",https://cr.shopping.naver.com/adcr?x=fClQgGsuzXjM5trvJN9%2FvP%2F%2F%2Fw%3D%3Ds62g%2FPx1kQdoxty4azntZjXhs0LWhBTQJhL%2BpL%2BFSoTrxTAJR5s3V3RheLYZrm3hTOrwnofvYe%2Bu8YrUvBGDO32g6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUpmWMW02Rfkp%2Fa7XIA5kPyigqPjVtKicAMxlBv5fNcgvumundRtj6DafqB7IoIcy%2F334rL%2BbR36BhYe0R%2FrUmjkI1yUrC8vID%2FKz%2F8c89qMtGXGOLEjRt4RdcEdkc1XQZY2ZxuAuvSW7ZwIsaDJftz694IFlqpi2PXO88uXmhtpESWkA26NjCjQKaiTj79qQ2IYcO%2BwZChQd38bYTPmzUgD9rXyqENDUD8omnd%2BAEOivf3Vb8LXDlJWzaxi1N0VJ6YpjckW6nwI6wUGK5NmjXMFC8IvS%2BNPsEPJ7D6mlNi%2F4%2BGTGBONvh7FYbvnx8%2F8pv8vcuNTnRADI1TpMzIimME0tdy%2F0DPgmbquq6SjnyPoOyovKRC4aHTXKUgO0QOirGGNEmnQyXTK5CSSy70mhGqKWAxwKjSAkhiEGe7TycblfEm%2FNM8RrouU%2FnSGbWpIoHst3WR3HwnW2nQWP8%2F49KLi%2FXmRPLC5ks0GFs1YUl3pISzxwVRNV%2FYRemZK5z1sCEAxGeDJ1qQNYFby7s02oCqGw0L0ZpRhcgVrThKjNnYQbNjqh%2FZemCCOboDhnweAmG&nvMid=53120926544&catId=50001519
아이폰16프로맥스 256G 애플 미개봉 새상품,"992,000원",https://cr.shopping.naver.com/adcr?x=UyFOwRbx1EeC6zVoeMeznf%2F%2F%2Fw%3D%3Ds58uwBHoeE%2BmQ7uNdcPK37tyz0ZFtoA1B6EtHoToO944AjU5j3gjlMYsRq8%2BGHFpSoXPoNi%2FZFlHDOxJEkSfzwjXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVYGgJgOkBOhv00VctSKEY2gqaAUUK0wfEnvAn8a3oubnlU05CXBhSD3WPPdCE7tQphNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpWsJPaacDv5tifZGYrUNV8AmhcjWOXG%2B3hjxZTUn4pxbnHzK7ICYRwdqEB0iK5u%2BztVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv%2B73cAx%2FPWlU04qa7CCXAfejiGCLG7zXde2MMdkRxGW1DG4evy%2BM13j64UYOnhTyGWhxRf15N07cw4QJHvtZXk8%2BhVEYoTr1TSuvmq6LxRF2ifHKG5mvlFEaKD0ZPoT3vWrt4h%2BT3uK1XRektfSOZb%2BPzQJWxesLYVA2c6Rtp9jOhsPSVDQs5zptLYv92QH5eDmY3exYrU2yyMYCachKN%2FO1qU%2Bln9Nyn6utQIEO8fsesQocLEGGa0wsleHc2pFkraVUb0UEUt%2BgzVsmAQ5oah%2BCe5F5RBDd9TkNaUStc32AFjeyT99i1YYMfnX4SfFhX8tVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=89602360063&catId=50001519
아이폰 15 128GB Apple 미개봉 새상품,"190,000원",https://cr.shopping.naver.com/adcr?x=xjY9sm47SKnAojr4Wxtn9P%2F%2F%2Fw%3D%3DsEg05DEXKNFqDBPajUKIdz%2FdnWHmjRqznYbEwPzItoW0AjU5j3gjlMYsRq8%2BGHFpSQrOtl0sBDPuLx3B2sTDCvjXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVYGgJgOkBOhv00VctSKEY2gqaAUUK0wfEnvAn8a3oubnlU05CXBhSD3WPPdCE7tQphNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpU%2BVL60lv3C9v2T8H1I%2BVg7seQKcKH92NK3NBGuB3DTHnHzK7ICYRwdqEB0iK5u%2BztVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv%2FuPW61%2BO91owkcfVp9qNRioyhiQ8PY%2BwWfM6UIi6RE22HvQrG1q57G6KIPveES%2FyGd1Ue87MV8y3MuPjPcdSsl8OuOGy%2FTQOrD1rPdiK3QgcX29cO5JYNEsEN%2BlLZ4afn81MvLuaL4R2GsJ9cywbG%2FoN2ZRrMKdxH4AP6JuiK6wpZF%2BuO2XY48Pfq%2BTHL6fmsG63e02GFayvY4qwO959s481Gi44tUFH1uRUKbnASPQhvZ%2FMPkhwt%2Fqjax2TcnF1080P4sx4GMECoTtgHhD2GfhWqPHKsYyPp4mxz7LbSOtVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=88646726618&catId=50001519
해외아이폰se 아이폰se1 공기계 모두의애플 se1 골드 WIFI 16GB,"116,500원",https://cr.shopping.naver.com/adcr?x=78Hl8gEJ6MQqJZ5YvJEJp%2F%2F%2F%2Fw%3D%3DslxrBjhAwIGQZBfUOWNYxOvHimAaKskcftkvaFYDsV8VyoYErd7Wx1dfdVO6hh7qVcDHMwObeykboBgmj6vV3dcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF1hi0pLwAgtnkt5HNVqPmIGPsT%2FxSjpUJFdlZfyHQtivxKy3LoYl2rVajvOxbF9h7C54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyJ5NQ1hu0bzhrwRm0Bqu4viXXZDR2gdmKOKxuhr33ClMnYga0%2FK4FAb9dYf4XzQ03jKYGmMo7BNK6MEkPlzHEMIUIkt5M0yIil13vZMydQVHTem4ZERI%2Fwq5Ejb1BQrHj8VwEBzDLJ0E84zB0dQYE3oWCoy7xh2pgS0DEz8Tj2QaayHhQG69oM5QdE0yeM1kfIyAIedEEDu0ydV7ghF6UzQatRu711I%2FkubgBte3JEzBogOnHK9%2B8eSzg98zx33tg5AJTisD2oQhMmHfRPpWpo5Hi1%2B7LOJmopJ1AgkjK1%2Fnk5zumJK8ecsRCpl93YItjw6j2pU7CBzOjK5LUfIklKqCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=89679698641&catId=50000249
아이폰 14프로 128GB 애플 미개봉 정품 새상품,"390,000원",https://cr.shopping.naver.com/adcr?x=b31jYnfVRLY4rXQN2VfiLf%2F%2F%2Fw%3D%3DsoKnGdAL8NlB7v%2B4e3tE5DVt70wFiHLnjAk2jVbHjut0ksXwEH1Ig1UJg2fSjEwkDKJdmH4an3r3t8jUjwHu%2BK1sZOinTopHxyAyK2u%2FTy%2BjYsfDmngMDc30arSUbghlwWZ%2BaniQmLcULtFMcbt8zKEQHq3EAxg6AqhJ5Mugjnge7z0qHjAnuDuWrsvjd7bMcxUiFRNirYnXAXhdwoPYA5aQ4Ddlq14b9jx4rHBfUTQ19hIH6%2Bf44vnhBqmOZ53pn5ekQJuCNx1q0lWuPWWA5xP54B1aDCVJ%2FaBI6h2dlIjAQhkkHXK4%2FmSRy5icYE%2F27nXOSVCysSuaF7Of2P30WF%2BsupJ4CTA4cvOALad%2FgZDjTa7zby%2FNaK3rO0FImHU2Zm7JmBOdk%2FhkLYWLj7G5yhXONEc%2BQFWzGYrhUqsCcdyl5PGzBKmO2aXL3EEnbZDKY%2B5ctC1EcKOCAeFk1mIqsx%2BKiT5HCduYAkhZa6XcRyuxzbEJ%2FCZ8vBiaXT9veXnHJ5t3sg%2FBV0f1OHMiWZpsP94HNSy4uPqlK4pNgFv632gavvVjMrJQsdrKIMP4NCxbHStrCsoCFMIrUUgMZwdw9Sk9iN2MqK8Bj9528OAWzSBRLC44is%2BXjH%2BGLTxzNe0256qGn4TrXyA6gBJ1cyXZUmEHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=88900413396&catId=50001519
[대여] 아이폰15 프로 맥스 렌탈 무보증금 무서류 카메라 캠코더 휴대폰 스마트폰 최소3일,"19,000원",https://cr.shopping.naver.com/adcr?x=Zo5%2Bd8tJtaHBndf6fgoz4%2F%2F%2F%2Fw%3D%3DscFGAmE%2Fo9Ay7xsSvoQMqAs1sJJF2mmnUbp1MEPuZSudyoYErd7Wx1dfdVO6hh7qVda%2FYbotIaZDqwFTMBzqe28KdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF2%2BwGIWkdo4GVnAa2D7h%2BMvElpANujYwo0Cmok4%2B%2FakNiGHDvsGQoUHd%2FG2Ez5s1IA%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSevw9IucBkGndnrpGDQrkTmdsqetOz1GbFeYzejkdJBc8S25wFKNFGab1Mlgs7bQfmaLovqNPJb%2BSu29LfoNJ%2FlynxgbDD2XfIgcXRF0QcUNbEO%2FmVNr6T267AuTb5OjR7IpSIvC8jYePv4%2B3DZsURz7vM%2FG4OVi2VuK1TgZs3edRYyjiMJzji4dqizJ4WNPdLi%2B1K2rcFs98kcQztYkgOvcobDotS%2Fs5ZmKcO1Tx1AwB2ASYcDlp%2FryMTsMJPpFQGofiSk8zwGfu0fH5NabilFkyT10rAX94kfn%2Fu%2F6s%2Fhx6YUY7Ok5XRU433lMoiTwEoNtd04ddp7OXA1u7Um%2BVVUX%2BYDq1RcdCWCKG4QMQhfchUtZdhFuh9weFQTVLl3QuAW9TZjqEQTAbFzUBl8432wvhVEAf6wwM5tqtSh0bB5Hx&nvMid=87157022559&catId=50000249
해외아이폰 5s 세컨폰 스페이스그레이 공기계 16GB 풀박스 언락폰,"70,300원",https://cr.shopping.naver.com/adcr?x=%2BYdj9UiWN87%2FJxlWRYGuG%2F%2F%2F%2Fw%3D%3DsuawpZsVOAithFCv9bJLUCEOeOq%2BejEiQaIPVnU3AH00AjU5j3gjlMYsRq8%2BGHFpSOoIqeuIONiWesGNodzuGwDXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVYGgJgOkBOhv00VctSKEY2gqaAUUK0wfEnvAn8a3oubnlU05CXBhSD3WPPdCE7tQphNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpW5dHIiZ%2BSSB9EeYQnKvjekMFMzRhKmWJO11BWvKHMxh3HzK7ICYRwdqEB0iK5u%2BztVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv5s35m5GYvAMsCbG6aHVAad4tcAvs7q6MOPFAkxOhCjR5adVVOd36sZSkwU%2FrusCgt5lh3iOfuWEe%2F%2FVftsJzZTsC0r0NvM0vGOEhI11uxNUFTBSx5Bl%2BNy8TX1PJ10%2Bc4g5EY8s9bptKPSiyQ%2F3lGWsGqQ5XWr6NMt4qnVcksa63Tx4%2Be91ZamCZuTe%2BRY1QvS8B%2BpSNAgLxZi%2BdPXSpWbcCP5Uc%2FfjM2ZWoz2Z7AHfFJISdcWQ%2B5CrN%2BNRkfdHHB9jsixeGNqHQgOiEXKeLEC3%2FwInuiqFY7NCmhY5AqQ7tUSwsDNGFcqj%2BWeuU0Eo1AqfJEm04SCBUFPR%2BKC0oERvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=87669722009&catId=50000249
애플 아이폰 14 프로 256GB 새제품 미개봉,"664,000원",https://cr.shopping.naver.com/adcr?x=pvlJHIZC%2Fu0ZAY2HtZWzHv%2F%2F%2Fw%3D%3DsuOuLXzOmAr17w2oWkA5UexCGF875kNICs3u1%2FAdjeg9yoYErd7Wx1dfdVO6hh7qVaxrToVXDeQ9sYZpMNXExeMKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF3MFEfcTkmNtODz%2FHc%2BwxX0PsT%2FxSjpUJFdlZfyHQtivxKy3LoYl2rVajvOxbF9h7C54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyF3FepV8dsG7%2FqZw6WBXYFyAixnWzabim34zkcem3JwmvX82Y5Ils9cLeBDu1LyZB99SLSYRTfWmNgBnSj4Gph4UIkt5M0yIil13vZMydQVHa6Vks%2B2VmMH7X%2BXhca4pjYEXkkgKz5jw2vIYvSnsfJXR3gKb%2BJTVvO6aVnk1OMJ0yXiD2HfyP3pCarXjcLFNOfbQD5oKHRfquJSpHTGF1kQF%2FCNwgGrwldUSqvlcKR5Ny%2F0zXg4nm4VnHbjmbnBVqQrEp3XFs3tCA3%2BOZhVmH9ezwLAxPOsS5ARFO0zjZ9rMAfbTZaplkiqwbPMpcYqFqAau4fTwOUqyF63FjwpQRls%3D&nvMid=89711759342&catId=50001519
아이폰 15프로맥스 256GB Apple 미개봉 새상품,"682,000원",https://cr.shopping.naver.com/adcr?x=geWg%2FjMeAuVQ4iyRcLcdSP%2F%2F%2Fw%3D%3DsXbYmlt%2FZxUnC4CCHTw9KJ12U5yCaGDg8eAvSCrnSwyUAjU5j3gjlMYsRq8%2BGHFpS7ED6UZEZGY%2F4QVmz%2FUI9FDXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVYGgJgOkBOhv00VctSKEY2gqaAUUK0wfEnvAn8a3oubnlU05CXBhSD3WPPdCE7tQphNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpV%2B34k9yHnnLbs2nriTs%2BysFbDI%2FF6jfqmFUEWQUy1m4HHzK7ICYRwdqEB0iK5u%2BztVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv5Y6QnbE5HqssWdhVb7hP2WoyhiQ8PY%2BwWfM6UIi6RE22HvQrG1q57G6KIPveES%2FyDt8CnWj7%2FTCeARP3hrLA7krew%2FxIRf4lpBQXzfxWyY7aWklflbSSY7%2FXCUWno6zWLXtYy0EEocFh3VvX4D2pXGzfvJDzKn3yTph%2BZ93Urz0iKbyoHxfuzt%2FP%2Fi5DPytCc1Ut9JSOjKhh4Nyzg1c7VszQ5yQrgmkgmLEhA0vOcXCKYTOF5KsHq%2BigGAc1pAeZxaYNS2NStHQ3bGp1sxoS2n5PlulZvED32vFUVG%2F%2BMRKF1CgNUr4PcQ%2BM9BcS2wJ7M2OqH9l6YII5ugOGfB4CYY%3D&nvMid=88646419517&catId=50001519
아이폰 16 256GB Apple 미개봉 새상품,"545,000원",https://cr.shopping.naver.com/adcr?x=18NeT7A7ADOMVqTixEO7Dv%2F%2F%2Fw%3D%3DsEmurq%2BNk6ohIA%2FOo%2FG35KIGCNzSOAmLN8qyswVt2EpByoYErd7Wx1dfdVO6hh7qVI9tXA0xg8yZMlKXLvsKHQcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF01ltrURfTLztDtRt2aU1PFPsT%2FxSjpUJFdlZfyHQtivxKy3LoYl2rVajvOxbF9h7C54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyGrJEyqiB9joBDwcQYptuvpv37qqrGz6%2Flcmfh8tq7KZK98KaIZa4VBE0V5wqYGSTkfu0LFahz3Q0i%2BrRpUVA5%2BMHn7BDBNaqXNmoKbAeTMvoEKUK06kkllxzdWVjttqTHf5yKBm%2Fkwo27nAkv88TTvlrWJaEAsyBxB%2FVyTfQsiSmizsw57iASTSdiNeVn6LnQvlNZEQ0k2rvOdVjUIJ0M3Tn%2BIvcxawVxNuePP9ktet1rLBFtqt14%2BDqVNT47%2BaZIXGKz9DQ%2F7eTHEjHGAX1dTG00cFZZvQlQ7ridhyOppIxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=88646754590&catId=50001519
아이폰 14 프로맥스 128GB Apple 새상품 정품,"372,280원",https://cr.shopping.naver.com/adcr?x=z5InPpfrDIeYnBDyhtiQ7P%2F%2F%2Fw%3D%3DsMUMh1a8dTjkOF6tFYtseqRo8pM03hnhAuIukLxQQmVtyoYErd7Wx1dfdVO6hh7qVZ7vGD%2BlDd8vzYMs4i9ftrcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVL5jFwDFCegKdTHeOMiI4gtwB1kOFxQ1CFh%2Fhnue79cbXqOQm68ipmQjyM9uzVeSrwh%2Fi7gG3n4Ce%2FW3jIB71Cva1DgYdafmNW3cSbaYXKx3g6J7Kl2Jbj3ktYyIhMKOKoni43GKTxG3menaWDNrrgsOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOq2l6RYEqK2z7%2BW1%2BUkZzlTrArwJXBU9JLjUEn6KqhGOEr3wpohlrhUETRXnCpgZJOFh8t5OH0F4p5yHEZAivua4wefsEME1qpc2agpsB5My8sWDyeftROSDnuI1IKXHStB7ak3HtKtc6CXHGcwsrsNkfFT9cEmuok2Z5%2F90koIA8Deub0otWFwVTA8amlCeWQwjVfxLU3%2F%2BdTnFoSNxCfEhmt1utvmFMwE7q14oN1Bt8ugiDh5S8n%2B7Rc0MeNuzgd5Y%2BL6jCNwWBvyxfVcJVes9Swe7jBzRzx6zyTkd3RmK%2Fke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=50296246980&catId=50001519
아이폰 13 128GB [자급제],"최저658,000원",https://cr.shopping.naver.com/adcr?x=bausxMppVQWbxOwImiDE2v%2F%2F%2Fw%3D%3DsnoP9UtKuAp6TSaLje3f%2FDCyoEwk%2BppLHXzbZOt4JYEVyoYErd7Wx1dfdVO6hh7qV%2FhZA8piGlyeNZIb80yy5Y8KdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVhmeWtJmvw8M90EK%2Bzy5a114nEdwofithSFzlLG8az9CMObOQrmQh2vBAfYCvD01iIk7uNvEAL%2BEcmclsT2kPbblIRP%2BZOH7CveIqcMav0VExGrCVcWZxUYVdjs%2FHfLzaMWit%2FicZSA%2FCK%2Fne362WaoBsJjzV%2F3vl5Lmd9HbkUGI%2FzdYC%2FwYAihDQzAs9Z5v9%2FvdNlC6F4LsxyNujYvZxrrNoujdiiNe5Aky91pn4j%2FL%2FRfyAUEGGvquedOTk2rasjUc%2B5Y8QJBm1ncmbOzKScbHJM06m8XkkoABSxxLFFemOsyh0bwCm%2FIOHaD6%2FrVAHJc6Bi1b24jiVPjkasPKCXUP%2BQUw7izuxPHixtztdddD%2Fgxe3%2BcTVXL8PGKATbEWMKqj91oePQKbn1VxvG5uoZwiZap2VTZ7BWDfs6VlaLvJicchwRNwmJ84TyxvjggzFRAtp8V51T7%2BgokhusFQWHbHgqXHJRZQa6U8Ef5nrR%2Bjke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=53646882589&catId=50001519
